BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-053115,RUTHERFORD PLACE,EAST   16 STREET,EAST   17 STREET,W
M,S-053117,RUTHERFORD PLACE,EAST   16 STREET,EAST   15 STREET,E
M,S-053118,RUTHERFORD PLACE,EAST   16 STREET,EAST   17 STREET,E
M,S-053116,RUTHERFORD PLACE,EAST   16 STREET,EAST   15 STREET,W
M,S-225425,RUTHERFORD PLACE,EAST   16 STREET,EAST   15 STREET,N
M,S-229811,RUTHERFORD PLACE,EAST   15 STREET,EAST   17 STREET,E
M,S-225424,RUTHERFORD PLACE,EAST   16 STREET,EAST   17 STREET,N
M,S-989845,RYDERS ALLEY,FULTON STREET,GOLD STREET,W
M,S-140380,RYDERS ALLEY,FULTON STREET,GOLD STREET,E
M,S-024995,SAINT CLAIR PLACE,12 AVENUE,WEST  125 STREET,N
M,S-123160,SAINT CLAIR PLACE,RIVERSIDE DRIVE,WEST  125 STREET,S
M,S-008749,SAINT CLAIR PLACE,BROADWAY,WEST  125 STREET,N
M,S-024994,SAINT CLAIR PLACE,MARGINAL STREET,12 AVENUE,N
M,S-007850,SAINT CLAIR PLACE,BROADWAY,WEST  125 STREET,S
M,S-253801,SAINT JAMES PLACE,NEW CHAMBERS STREET,PEARL STREET,W
M,S-065843,SAMUEL DICKSTEIN PLAZA,HENRY STREET,EAST BROADWAY,E
M,S-261726,SAMUEL DICKSTEIN PLAZA,BROADWAY,GRAND STREET,E
M,S-222462,SAMUEL DICKSTEIN PLAZA,GRAND STREET,EAST BROADWAY,E
M,S-065853,SAMUEL DICKSTEIN PLAZA,EAST BROADWAY,HENRY STREET,W
M,S-018490,SCAMMEL STREET,HENRY STREET,MADISON STREET,W
M,S-018489,SCAMMEL STREET,HENRY STREET,MADISON STREET,E
M,S-018488,SCAMMEL STREET,BROADWAY,HENRY STREET,W
M,S-018491,SCAMMEL STREET,GRAND STREET,BROADWAY,E
M,S-018492,SCAMMEL STREET,GRAND STREET,EAST BROADWAY,W
M,S-018487,SCAMMEL STREET,BROADWAY,HENRY STREET,E
M,S-093501,SHERIFF STREET,RIVINGTON STREET,DEAD END,E
M,S-009552,SHERIFF STREET,DELANCEY STREET,RIVINGTON STREET,W
M,S-018494,SHERIFF STREET,BROOME STREET,DELANCEY STREET,W
M,S-018493,SHERIFF STREET,BROOME STREET,DELANCEY STREET,E
M,S-105763,SHERIFF STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,W
M,S-080519,SHERIFF STREET,RIVINGTON STREET,STANTON STREET,N
M,S-009558,SHERIFF STREET,EAST HOUSTON STREET,EAST    2 STREET,W
M,S-093500,SHERIFF STREET,RIVINGTON STREET,DEAD END,W
M,S-105758,SHERIFF STREET,DELANCEY STREET        *S RDWAY,DELANCEY STREET        *N RDWAY,E
M,S-009559,SHERIFF STREET,EAST HOUSTON STREET,EAST    2 STREET,E
M,S-782455,SHINBONE ALLEY,BOND STREET,DEAD END,W
M,S-782456,SHINBONE ALLEY,BOND STREET,JONES ALLEY,E
M,S-199252,SICKLES STREET,NAGLE AVENUE,SHERMAN AVENUE,S
M,S-199246,SICKLES STREET,HILLSIDE AVENUE,NAGLE AVENUE,N
M,S-199250,SICKLES STREET,HILLSIDE AVENUE,NAGLE AVENUE,S
M,S-199251,SICKLES STREET,NAGLE AVENUE,SHERMAN AVENUE,N
M,S-180142,SOUTH END AVENUE,ALBANY STREET,RECTOR PLACE           *W RD,W
M,S-180140,SOUTH END AVENUE,GATEWAY PLAZA,ALBANY STREET,W
M,S-988763,SOUTH END AVENUE,DEAD END,GATEWAY PLAZA,W
M,S-180154,SOUTH END AVENUE,RECTOR PLACE           *E RD,ALBANY STREET,E
M,S-261729,SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,E
M,S-989159,SOUTH END AVENUE,RECTOR PLACE,RECTOR PLACE,W
M,S-121331,SOUTH END AVENUE,RECTOR PLACE           *W RD,WEST THAMES STREET,W
M,S-838637,SOUTH END AVENUE,DEAD END,LIBERTY STREET,W
M,S-989162,SOUTH END AVENUE,WEST THAMES STREET,DEAD END,W
M,S-988765,SOUTH END AVENUE,LIBERTY STREET,DEAD END,E
M,S-121327,SOUTH END AVENUE,RECTOR PLACE,RECTOR PLACE,E
M,S-989163,SOUTH END AVENUE,DEAD END,WEST THAMES STREET,E
M,S-989161,SOUTH END AVENUE,WEST THAMES STREET,RECTOR PLACE           *E RD,E
M,S-088828,SOUTH STREET,MAIDEN LANE,WALL STREET,W
M,S-999094,SOUTH STREET,RUTGERS SLIP,CLINTON STREET,E
M,S-875287,SOUTH STREET,PINE STREET,WALL STREET,W
M,S-801914,SOUTH STREET,GOVERNORS ISLAND,FDR DRIVE ENTRANCE NB,E
M,S-282317,SOUTH STREET,CATHERINE SLIP         *N RDWAY,CATHERINE SLIP         *S RDWAY,W
M,S-788565,SOUTH STREET,OLD SLIP               *N RD,OLD SLIP               *S RD,W
M,S-939980,SOUTH STREET,JOHN STREET,FLETCHER STREET,W
M,S-062277,SOUTH STREET,ROBERT F WAGNER SR PLACE,DOVER STREET,W
M,S-868100,SOUTH STREET,NEW STREET,DOVER STREET,W
M,S-113187,SOUTH STREET,BROAD STREET,COENTIES SLIP,E
M,S-794004,SOUTH STREET,CLINTON STREET,RUTGERS STREET,W
M,S-861526,SOUTH STREET,OLD SLIP,GOUVERNEUR LANE,E
M,S-065796,SOUTH STREET,MONTGOMERY STREET,CLINTON STREET,W
M,S-254774,SOUTH STREET,WHITEHALL STREET,OLD SLIP,E
M,S-247559,SOUTH STREET,STATE STREET,PETER COOPER ROAD,N
M,S-255486,SOUTH STREET,CATHERINE SLIP,ROBERT F WAGNER SER,N
M,S-289677,SOUTH STREET,FLETCHER STREET,JOHN STREET,E
M,S-247586,SOUTH STREET,STATE STREET,STATE STREET,N
M,S-141538,SOUTH STREET,PIKE SLIP,MARKET SLIP,N
M,S-289676,SOUTH STREET,MAIDEN LANE,FLETCHER STREET,E
M,S-812523,SOUTH STREET,GOUVERNEUR LANE,WALL STREET,E
M,S-289675,SOUTH STREET,GOUVERNEUR LANE,MAIDEN LANE,E
M,S-812528,SOUTH STREET,FULTON STREET,BEEKMAN STREET,E
M,S-137119,SOUTH STREET,BROAD STREET,WHITEHALL STREET,W
M,P-193413,SOUTH STREET,STATE STREET,DEAD END,N
M,P-028878,SOUTH STREET,COENTIES SLIP,COENTIES SLIP,W
M,S-223583,SOUTH STREET,RUTGERS SLIP,RUTGERS SLIP,N
M,S-223580,SOUTH STREET,MARKET STREET,CATHERINE SLIP,N
M,S-257309,SOUTH STREET,ROBERT F WAGNER SER,CATHERINE SLIP,E
M,S-154149,SOUTH STREET,CATHERINE SLIP,MARKET SLIP,E
M,S-154150,SOUTH STREET,MARKET SLIP,PIKE SLIP,E
M,P-263861,SOUTH STREET,PIKE SLIP,MARKET SLIP,W
M,S-823248,SOUTH STREET,JOHN STREET,FULTON STREET,E
M,S-151991,SOUTH STREET,BEEKMAN STREET,FULTON STREET,W
M,S-062774,SOUTH STREET,SOUTH STREET           *W RDWY,ROBERT F WAGNER SR PLACE,W
M,S-283723,SOUTH STREET,CLINTON STREET,RUTGERS SLIP,N
M,S-990779,SOUTH STREET,OLD SLIP,OLD SLIP,W
M,S-970240,SOUTH STREET,WALL STREET,GOUVERNEUR LANE,W
M,S-257417,SOUTH STREET,PIKE SLIP,RUTGERS SLIP,E
M,S-273075,SOUTH STREET,FLETCHER STREET,MAIDEN LANE,W
M,S-024966,SOUTH STREET,JONES LANE,WALL STREET,W
M,S-257416,SOUTH STREET,CLINTON STREET,RUTGERS SLIP,W
M,S-065851,SOUTH STREET,GOUVERNEUR SLIP WEST,GOUVERNEUR SLIP WEST,N
M,S-812530,SOUTH STREET,PECK SLIP,DOVER STREET,E
M,S-155839,SOUTH STREET,PECK SLIP,BEEKMAN STREET,W
M,S-155838,SOUTH STREET,DOVER STREET,PECK SLIP,W
M,S-812529,SOUTH STREET,BEEKMAN STREET,PECK SLIP,E
M,S-283151,SOUTH STREET,DOVER STREET,ROBERT F WAGNER SER,E
M,S-279210,SOUTH STREET,JOHN STREET,DOVER STREET,E
M,P-265521,SOUTH STREET,MARKET SLIP,CATHERINE SLIP,W
M,P-265520,SOUTH STREET,RUTGERS SLIP,PIKE SLIP,W
M,S-236693,SOUTH STREET,MONTGOMERY STREET,JACKSON STREET,W
M,P-265514,SOUTH STREET,OLD SLIP,BROAD STREET,W
M,S-200679,SOUTH STREET,ROBERT F WAGNER SR PLACE,ROBERT F WAGNER SR PLACE,W
M,S-037522,SOUTH STREET,DEAD END,WHITEHALL FERRY TERMINAL,S
M,S-272513,SOUTH STREET,FULTON STREET,JOHN STREET,W
M,S-274583,SOUTH STREET,GOUVERNEUR LANE,OLD SLIP,W
M,S-065817,SOUTH STREET,CATHERINE SLIP,ROBERT F WAGNER SER,W
M,S-989850,SOUTH STREET           *EXTEN,STATE STREET           *EXTEN,STATE STREET           *EXTEN,W
M,S-062773,SOUTH STREET           *W RDWY,SOUTH STREET,ROBERT F WAGNER SR PLACE,E
M,S-806046,SOUTH STREET           *W RDWY,OLD SLIP,FDR DRIVE,E
M,S-160143,SOUTH WILLIAM STREET,BROAD STREET,BEAVER STREET,W
M,S-285132,SOUTH WILLIAM STREET,BROAD STREET,MILL LANE,E
M,S-989801,SOUTH WILLIAM STREET,MILL LANE,WILLIAM STREET,E
M,S-106494,SPRING STREET,MERCER STREET,BROADWAY,S
M,S-106375,SPRING STREET,CROSBY STREET,LAFAYETTE STREET,S
M,S-106386,SPRING STREET,WOOSTER STREET,GREENE STREET,N
M,S-824045,SPRING STREET,ELIZABETH STREET,BOWERY,S
M,S-106399,SPRING STREET,ELIZABETH STREET,BOWERY,N
M,S-106392,SPRING STREET,MULBERRY STREET,MOTT STREET,N
M,S-020846,SPRING STREET,BROADWAY,CROSBY STREET,N
M,S-291291,SPRING STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-102043,SPRING STREET,AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,S
M,S-105511,SPRING STREET,SULLIVAN STREET,THOMPSON STREET,S
M,S-106387,SPRING STREET,GREENE STREET,MERCER STREET,N
M,S-072750,SPRING STREET,CLEVELAND PLACE,MULBERRY STREET,S
M,S-105513,SPRING STREET,WEST BROADWAY,WOOSTER STREET,S
M,S-106391,SPRING STREET,LAFAYETTE STREET,MULBERRY STREET,N
M,S-275455,SPRING STREET,VARICK STREET,AVENUE OF THE AMERICAS,S
M,S-105510,SPRING STREET,AVENUE OF THE AMERICAS,SULLIVAN STREET,S
M,S-924372,SPRING STREET,MOTT STREET,ELIZABETH STREET,S
M,S-098382,SPRING STREET,WEST STREET,WASHINGTON STREET,S
M,S-106376,SPRING STREET,SULLIVAN STREET,THOMPSON STREET,N
M,S-106380,SPRING STREET,THOMPSON STREET,WEST BROADWAY,N
M,S-106389,SPRING STREET,CROSBY STREET,LAFAYETTE STREET,N
M,S-257526,SPRING STREET,HUDSON STREET,VARICK STREET,S
M,S-261769,SPRING STREET,AVENUE OF THE AMERICAS,SULLIVAN STREET,N
M,S-105515,SPRING STREET,GREENE STREET,MERCER STREET,S
M,S-105512,SPRING STREET,THOMPSON STREET,WEST BROADWAY,S
M,S-020847,SPRING STREET,BROADWAY,CROSBY STREET,S
M,S-291292,SPRING STREET,GREENWICH STREET,RENWICK STREET,S
M,S-106381,SPRING STREET,WEST BROADWAY,WOOSTER STREET,N
M,S-106388,SPRING STREET,MERCER STREET,BROADWAY,N
M,S-106373,SPRING STREET,MULBERRY STREET,MOTT STREET,S
M,S-106396,SPRING STREET,MOTT STREET,ELIZABETH STREET,N
M,S-184890,SPRING STREET,GREENWICH STREET,HUDSON STREET,N
M,S-184785,SPRING STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-102040,SPRING STREET,RENWICK STREET,HUDSON STREET,S
M,P-239184,SPRING STREET,HUDSON STREET,VARICK STREET,N
M,S-286792,SPRING STREET,VARICK STREET,6 AVENUE,N
M,S-105514,SPRING STREET,WOOSTER STREET,GREENE STREET,S
M,S-921024,SPRING STREET,WASHINGTON STREET,WEST STREET,N
M,P-208367,SPRUCE STREET,PARK ROW,GOLD STREET,N
M,S-240809,SPRUCE STREET,PARK ROW,NASSAU STREET,S
M,P-275228,SPRUCE STREET,NASSAU STREET,GOLD STREET,S
M,S-190379,STAPLE STREET,JAY STREET,HARRISON STREET,E
M,S-190380,STAPLE STREET,JAY STREET,HARRISON STREET,W
M,S-989763,STAPLE STREET,DUANE STREET,JAY STREET,W
M,S-989764,STAPLE STREET,DUANE STREET,JAY STREET,E
M,S-241936,STATEN ISLAND FERRY TERMINAL,SOUTH STREET,STATE STREET,E
M,S-287409,STATE STREET,WHITEHALL STREET,PEARL STREET,N
M,S-241939,STATE STREET,PETER MINUIT PLAZA,WHITEHALL STREET,S
M,S-247838,STATE STREET,STATE STREET,FRONT STREET,E
M,S-290454,STATE STREET,BATTERY PLACE,SOUTH STREET,W
M,S-241564,STATE STREET,BRIDGE STREET,BATTERY PLACE,E
M,S-249966,STATE STREET,BATTERY PLACE,FERRY STREET,W
M,S-103682,STATE STREET,STATE STREET,SOUTH STREET,E
M,S-183264,STATE STREET,PEARL STREET,BRIDGE STREET,E
M,S-112007,STATE STREET,STATE STREET,SOUTH STREET,W
M,S-257879,STATE STREET,STATE STREET,WHITEHALL STREET,N
M,S-257878,STATE STREET,STATE STREET,WHITEHALL STREET,S
M,S-257877,STATE STREET,WHITEHALL STREET,SOUTH STREET,E
M,S-261694,STATE STREET,WHITEHALL STREET,PETER MINUIT PLAZA,N
M,S-940959,STATE STREET,STATE STREET,WHITEHALL STREET,E
M,S-891448,STATE STREET           *CTR MALL,STATE STREET,SOUTH STREET,W
M,S-989851,STATE STREET           *EXTEN,STATE STREET           *EXTEN,SOUTH STREET           *EXTEN,S
M,S-989849,STATE STREET           *EXTEN,STATE STREET           *EXTEN,SOUTH STREET           *EXTEN,N
M,S-228798,ST JAMES PLACE,ROBERT F WAGNER PLACE,MADISON STREET,E
M,S-255188,ST JAMES PLACE,MADISON STREET,JAMES STREET,E
M,S-150874,ST JAMES PLACE,JAMES STREET,OLIVER STREET,E
M,P-253159,ST JAMES PLACE,CHATHAM SQUARE,MADISON STREET,W
M,S-066768,ST JAMES PLACE,MADISON STREET,PEARL STREET,W
M,S-989770,ST JOHNS LANE,YORK STREET,LAIGHT STREET,E
M,S-989772,ST JOHNS LANE,BEACH STREET,LAIGHT STREET,W
M,S-989771,ST JOHNS LANE,BEACH STREET,YORK STREET,E
M,S-065058,ST MARKS PLACE,SECOND AVENUE,FIRST AVENUE,N
M,S-245864,ST MARKS PLACE,FIRST AVENUE,AVENUE A,S
M,S-245863,ST MARKS PLACE,THIRD AVENUE,SECOND AVENUE,S
M,P-256857,ST MARKS PLACE,2 AVENUE,1 AVENUE,S
M,S-065059,ST MARKS PLACE,FIRST AVENUE,AVENUE A,N
M,S-065055,ST MARKS PLACE,THIRD AVENUE,SECOND AVENUE,N
M,S-053532,STONE STREET,MILL LANE,HANOVER SQUARE,W
M,S-053533,STONE STREET,COENTIES ALLEY,MILL LANE,W
M,S-209586,STONE STREET,WHITEHALL STREET,BROAD STREET,N
M,S-249453,STONE STREET,WHITEHALL STREET,BROAD STREET,S
M,S-053529,STONE STREET,COENTIES ALLEY,HANOVER SQUARE,E
M,S-283427,STRAUS SQUARE,EAST BROADWAY,ESSEX STREET,S
M,S-797863,STRAUS SQUARE,RUTGERS STREET,EAST BROADWAY,S
M,S-170073,STUYVESANT LOOP EAST,AVENUE C,AVENUE C,W
M,S-170072,STUYVESANT LOOP EAST,AVENUE C,AVENUE C,N
M,P-170067,STUYVESANT LOOP EAST,EAST   16 STREET,F D R DRIVE,E
M,S-170075,STUYVESANT LOOP NORTH,EAST   20 STREET,EAST   20 STREET,W
M,P-170070,STUYVESANT LOOP NORTH,EAST   14 STREET,EAST   14 STREET,N
M,S-170074,STUYVESANT LOOP NORTH,EAST   20 STREET,EAST   20 STREET,S
M,S-170069,STUYVESANT LOOP SOUTH,EAST   14 STREET,EAST   14 STREET,W
M,S-170068,STUYVESANT LOOP SOUTH,EAST   14 STREET,EAST   14 STREET,E
M,P-170076,STUYVESANT LOOP WEST,EAST   18 STREET,EAST   16 STREET,W
M,S-170078,STUYVESANT LOOP WEST,FIRST AVENUE,FIRST AVENUE,S
M,S-170077,STUYVESANT LOOP WEST,1 AVENUE,1 AVENUE,N
M,S-226031,STUYVESANT STREET,EAST    9 STREET,STUYVESANT STREET,E
M,S-208450,STUYVESANT STREET,EAST    9 STREET,EAST   10 STREET,S
M,S-064998,STUYVESANT STREET,EAST    9 STREET,EAST   10 STREET,N
M,S-064996,STUYVESANT STREET,THIRD AVENUE,EAST    9 STREET,S
M,S-065112,STUYVESANT STREET,3 AVENUE,EAST    9 STREET,N
M,S-102321,STUYVESANT TOWN,AVENUE A,AVENUE B,N
M,S-102323,STUYVESANT TOWN,EAST   18 STREET,EAST   16 STREET,N
M,S-102320,STUYVESANT TOWN,EAST   16 STREET,FDR DRIVE,N
M,S-224972,SUFFOLK STREET,RIVINGTON STREET,DELANCEY STREET,E
M,P-254162,SUFFOLK STREET,RIVINGTON STREET,DELANCEY STREET,W
M,P-015679,SUFFOLK STREET,HESTER STREET,GRAND STREET,W
M,P-007120,SUFFOLK STREET,HESTER STREET,GRAND STREET,E
M,S-066679,SUFFOLK STREET,BROOME STREET,GRAND STREET,E
M,S-066678,SUFFOLK STREET,DELANCEY STREET,BROOME STREET,E
M,S-066675,SUFFOLK STREET,BROOME STREET,GRAND STREET,W
M,S-066674,SUFFOLK STREET,DELANCEY STREET,BROOME STREET,W
M,S-090948,SUFFOLK STREET,EAST HOUSTON STREET,STANTON STREET,E
M,S-090949,SUFFOLK STREET,EAST HOUSTON STREET,STANTON STREET,W
M,S-018557,SUFFOLK STREET,DIVISION STREET,HESTER STREET,W
M,S-090951,SUFFOLK STREET,STANTON STREET,RIVINGTON STREET,E
M,S-090953,SUFFOLK STREET,STANTON STREET,RIVINGTON STREET,W
M,S-106792,SULLIVAN STREET,BLEECKER STREET,WEST    3 STREET,E
M,S-169379,SULLIVAN STREET,WEST    3 STREET,WASHINGTON SQUARE SOUTH,W
M,S-169378,SULLIVAN STREET,WEST    3 STREET,WASHINGTON SQUARE SOUTH,E
M,S-133721,SULLIVAN STREET,BROOME STREET,SPRING STREET,W
M,S-289445,SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,W
M,S-106709,SULLIVAN STREET,BLEECKER STREET,WEST    3 STREET,W
M,S-106711,SULLIVAN STREET,WATTS STREET,BROOME STREET,E
M,S-106789,SULLIVAN STREET,BROOME STREET,SPRING STREET,E
M,S-106790,SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,E
M,S-219167,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,W
M,S-222280,SULLIVAN STREET,AVENUE OF THE AMERICAS,SPRING STREET,W
M,S-179495,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,E
M,S-282776,SULLIVAN STREET,CANAL STREET,GRAND STREET,N
M,S-106308,SULLIVAN STREET,AVENUE OF THE AMERICAS,BROOME STREET,W
M,S-106311,SULLIVAN STREET,SPRING STREET,PRINCE STREET,W
M,S-106312,SULLIVAN STREET,SPRING STREET,PRINCE STREET,E
M,S-175494,SUTTON PLACE,EAST   58 STREET,EAST   59 STREET,E
M,S-170112,SUTTON PLACE,EAST   57 STREET,EAST   58 STREET,E
M,S-053325,SUTTON PLACE,EAST   57 STREET,EAST   56 STREET,W
M,S-175989,SUTTON PLACE,EAST   58 STREET,EAST   57 STREET,W
M,S-053326,SUTTON PLACE,EAST   56 STREET,EAST   57 STREET,E
M,S-175208,SUTTON PLACE,EAST   59 STREET,EAST   58 STREET,W
M,S-158067,SUTTON PLACE,EAST   54 STREET,EAST   53 STREET,E
M,S-052901,SUTTON PLACE,EAST   54 STREET,EAST   53 STREET,W
M,S-012818,SUTTON PLACE,SUTTON PLACE,FDR DRIVE,S
M,S-908791,SUTTON PLACE SOUTH,EAST   57 STREET,EAST   56 STREET,W
M,S-050695,SUTTON PLACE SOUTH,EAST   55 STREET,EAST   54 STREET,W
M,S-055071,SUTTON PLACE SOUTH,EAST   55 STREET,EAST   56 STREET,E
M,S-065932,SUTTON PLACE SOUTH,EAST   56 STREET,EAST   55 STREET,W
M,S-055072,SUTTON PLACE SOUTH,EAST   54 STREET,EAST   55 STREET,E
M,S-288209,SYLVAN PLACE,EAST  121 STREET,EAST  120 STREET,W
M,S-088210,SYLVAN PLACE,EAST  120 STREET,EAST  121 STREET,E
M,S-199505,SYLVAN TERRACE,JUMEL TERRACE,DEAD END,N
M,S-199504,SYLVAN TERRACE,DEAD END,JUMEL TERRACE,S
M,S-216989,SZOLD PLACE,EAST   10 STREET,EAST   12 STREET,N
M,S-165720,SZOLD PLACE,EAST   12 STREET,EAST   10 STREET,E
M,S-155236,SZOLD PLACE,EAST   12 STREET,EAST   10 STREET,W
M,S-216990,SZOLD PLACE,EAST   11 STREET,EAST   12 STREET,W
M,S-065002,TARAS SHEVCHENKO PLACE,EAST    7 STREET,EAST    6 STREET,E
M,S-065004,TARAS SHEVCHENKO PLACE,EAST    7 STREET,EAST    6 STREET,W
M,S-033482,TENTH AVENUE,WEST   14 STREET,WEST   15 STREET,E
M,P-239539,TENTH AVENUE,WEST   55 STREET,WEST   56 STREET,W
M,S-033481,TENTH AVENUE,WEST   14 STREET,WEST   15 STREET,W
M,S-889229,TENTH AVENUE,WEST   13 STREET,WEST   14 STREET,E
M,S-261748,TENTH AVENUE,WEST   11 STREET,WEST   14 STREET,W
M,S-988833,THAMES STREET,TRINITY PLACE,GREENWICH STREET,S
M,S-141255,THAMES STREET,TRINITY PLACE,BROADWAY,S
M,S-141254,THAMES STREET,TRINITY PLACE,BROADWAY,N
M,S-988831,THAMES STREET,TRINITY PLACE,GREENWICH STREET,N
M,S-199245,THAYER STREET,SHERMAN AVENUE,BROADWAY,N
M,S-199287,THAYER STREET,SHERMAN AVENUE,BROADWAY,S
M,S-199285,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,N
M,S-199286,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,S
M,S-137903,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,E
M,S-138101,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,W
M,S-283677,THEATRE ALLEY,ANN STREET,BEEKMAN STREET,N
M,S-243702,THIRD PLACE,WEST STREET,BATTERY PLACE,S
M,S-243700,THIRD PLACE,WEST STREET,BATTERY PLACE,N
M,S-896795,THIRD PLACE,BATTERY PLACE,SOUTH END AVENUE,S
M,S-142376,THIRD PLACE            *E,BATTERY PLACE,BATTERY PLACE,S
M,S-224481,THOMAS STREET,WEST BROADWAY,HUDSON STREET,N
M,S-989216,THOMAS STREET,TRIMBLE PLACE,CHURCH STREET,S
M,S-989855,THOMAS STREET,CHURCH STREET,WEST BROADWAY,N
M,S-989872,THOMAS STREET,WEST BROADWAY,HUDSON STREET,S
M,S-989215,THOMAS STREET,BROADWAY,TRIMBLE PLACE,S
M,S-233704,THOMAS STREET,BROADWAY,HUDSON STREET,N
M,S-989244,THOMAS STREET,BROADWAY,CHURCH STREET,N
M,S-106697,THOMAS STREET,CHURCH STREET,WEST BROADWAY,S
M,S-098754,THOMAS STREET,GREENWICH STREET,TRINITY PLACE,N
M,S-257145,THOMAS STREET,CHURCH STREET,BROADWAY,S
M,S-258372,THOMPSON STREET,GRAND STREET,AVENUE OF AMERICAS,W
M,S-227150,THOMPSON STREET,WEST    3 STREET,BLEECKER STREET,W
M,S-116563,THOMPSON STREET,PRINCE STREET,SPRING STREET,W
M,S-132048,THOMPSON STREET,PRINCE STREET,SPRING STREET,E
M,S-116560,THOMPSON STREET,BLEECKER STREET,WEST HOUSTON STREET,W
M,S-116559,THOMPSON STREET,BLEECKER STREET,WEST HOUSTON STREET,E
M,S-116557,THOMPSON STREET,WEST    3 STREET,BLEECKER STREET,E
M,S-284925,THOMPSON STREET,WASHINGTON SQUARE SOUTH,WEST    3 STREET,W
M,S-133720,THOMPSON STREET,WEST HOUSTON STREET,PRINCE STREET,E
M,S-610241,THOMPSON STREET,BLEECKER STREET,EAST HOUSTON STREET,E
M,S-123170,THOMPSON STREET,SPRING STREET,BROOME STREET,E
M,S-104771,THOMPSON STREET,WATTS STREET,GRAND STREET,W
M,S-213817,THOMPSON STREET,BROOME STREET,WATTS STREET,E
M,S-284924,THOMPSON STREET,WASHINGTON SQUARE SOUTH,WEST    3 STREET,E
M,S-106713,THOMPSON STREET,GRAND STREET,AVENUE OF AMERICAS,E
M,S-150954,THOMPSON STREET,WEST HOUSTON STREET,PRINCE STREET,W
M,S-106317,THOMPSON STREET,WATTS STREET,GRAND STREET,E
M,S-116565,THOMPSON STREET,SPRING STREET,BROOME STREET,W
M,S-024848,TIEMANN PLACE,CLAREMONT AVENUE,BROADWAY,S
M,S-024822,TIEMANN PLACE,RIVERSIDE DRIVE,CLAREMONT AVENUE,S
M,S-008652,TIEMANN PLACE,WEST  125 STREET,BROADWAY,N
M,S-008653,TIEMANN PLACE,WEST  125 STREET,BROADWAY,S
M,S-024808,TIEMANN PLACE,BROADWAY,RIVERSIDE DRIVE,N
M,S-610147,TIMES SQUARE,WEST   44 STREET,WEST   43 STREET,E
M,S-213728,TRANSVERSE ROAD,5 AVENUE,CENTRAL PARK WEST,N
M,S-184559,TRIMBLE PLACE,DUANE STREET,THOMAS STREET,E
M,S-937403,TRIMBLE PLACE,THOMAS STREET,DUANE STREET,W
M,S-093296,TRINITY PLACE,THAMES STREET,CEDAR STREET,W
M,S-264153,TRINITY PLACE,THAMES STREET,CEDAR STREET,E
M,S-257584,TRINITY PLACE,EXCHANGE ALLEY,RECTOR STREET,E
M,S-106164,TRINITY PLACE,MORRIS STREET,LIBERTY STREET,N
M,S-137063,TRINITY PLACE,RECTOR STREET,THAMES STREET,W
M,S-137082,TRINITY PLACE,EDGAR STREET,RECTOR STREET,W
M,S-170356,TRINITY PLACE,MORRIS STREET,BROOKLYN BATTERY TUNNEL EXIT,W
M,S-170357,TRINITY PLACE,MORRIS STREET,GREENWICH STREET,W
M,S-241561,TRINITY PLACE,MORRIS STREET,EXCHANGE ALLEY,E
M,S-287521,TRINITY PLACE,RECTOR STREET,THAMES STREET,E
M,S-094230,TRINITY PLACE,CEDAR STREET,LIBERTY STREET,E
M,S-209582,TRINITY PLACE,BATTERY PLACE,MORRIS STREET,E
M,S-093297,TRINITY PLACE,CEDAR STREET,LIBERTY STREET,W
M,S-925877,UNION SQUARE WEST      *E RDWY,WEST   14 STREET,UNION SQUARE WEST,E
M,S-075194,UNITED NATIONS PLAZA,FIRST AVENUE,EAST   43 STREET,E
M,S-275615,UNITED NATIONS PLAZA,EAST   45 STREET,EAST   46 STREET,W
M,S-917787,UNITED NATIONS PLAZA,EAST   46 STREET,EAST   47 STREET,W
M,S-106335,UNIVERSITY PLACE,EAST   10 STREET,EAST   11 STREET,E
M,S-087484,UNIVERSITY PLACE,EAST   12 STREET,EAST   13 STREET,W
M,S-226615,UNIVERSITY PLACE,EAST    9 STREET,EAST   10 STREET,E
M,S-226625,UNIVERSITY PLACE,EAST   12 STREET,EAST   13 STREET,E
M,S-087483,UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,W
M,S-087478,UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,E
M,S-106337,UNIVERSITY PLACE,EAST    8 STREET,EAST    9 STREET,E
M,S-226627,UNIVERSITY PLACE,EAST   13 STREET,EAST   14 STREET,E
